0	306476023671401890615804188164096.000	0.998
1	nan	0.990
2	nan	1.000
3	nan	1.000
4	nan	1.000
5	nan	1.000
6	nan	1.000
7	nan	1.000
8	nan	1.000
9	nan	1.000
10	nan	1.000
11	nan	1.000
12	nan	1.000
13	nan	1.000
14	nan	1.000
15	nan	1.000
16	nan	1.000
17	nan	1.000
18	nan	1.000
19	nan	1.000
20	nan	1.000
21	nan	1.000
22	nan	1.000
23	nan	1.000
24	nan	1.000
25	nan	1.000
26	nan	1.000
27	nan	1.000
28	nan	1.000
29	nan	1.000
30	nan	1.000
31	nan	1.000
32	nan	1.000
33	nan	1.000
34	nan	1.000
35	nan	1.000
36	nan	1.000
37	nan	1.000
38	nan	1.000
39	nan	1.000
40	nan	1.000
41	nan	1.000
42	nan	1.000
43	nan	1.000
44	nan	1.000
45	nan	1.000
46	nan	1.000
47	nan	1.000
48	nan	1.000
49	nan	1.000
50	nan	1.000
51	nan	1.000
52	nan	1.000
53	nan	1.000
54	nan	1.000
55	nan	1.000
56	nan	1.000
57	nan	1.000
58	nan	1.000
59	nan	1.000
60	nan	1.000
61	nan	1.000
62	nan	1.000
63	nan	1.000
64	nan	1.000
65	nan	1.000
66	nan	1.000
67	nan	1.000
68	nan	1.000
69	nan	1.000
70	nan	1.000
71	nan	1.000
72	nan	1.000
73	nan	1.000
74	nan	1.000
75	nan	1.000
76	nan	1.000
77	nan	1.000
78	nan	1.000
79	nan	1.000
80	nan	1.000
81	nan	1.000
82	nan	1.000
83	nan	1.000
84	nan	1.000
85	nan	1.000
86	nan	1.000
87	nan	1.000
88	nan	1.000
89	nan	1.000
90	nan	1.000
91	nan	1.000
92	nan	1.000
93	nan	1.000
94	nan	1.000
95	nan	1.000
96	nan	1.000
97	nan	1.000
98	nan	1.000
99	nan	1.000
100	nan	1.000
101	nan	1.000
102	nan	1.000
103	nan	1.000
104	nan	1.000
105	nan	1.000
106	nan	1.000
107	nan	1.000
108	nan	1.000
109	nan	1.000
110	nan	1.000
111	nan	1.000
112	nan	1.000
113	nan	1.000
114	nan	1.000
115	nan	1.000
116	nan	1.000
117	nan	1.000
118	nan	1.000
119	nan	1.000
120	nan	1.000
121	nan	1.000
122	nan	1.000
123	nan	1.000
124	nan	1.000
125	nan	1.000
126	nan	1.000
127	nan	1.000
128	nan	1.000
129	nan	1.000
130	nan	1.000
131	nan	1.000
132	nan	1.000
133	nan	1.000
134	nan	1.000
135	nan	1.000
136	nan	1.000
137	nan	1.000
138	nan	1.000
139	nan	1.000
140	nan	1.000
141	nan	1.000
142	nan	1.000
143	nan	1.000
144	nan	1.000
145	nan	1.000
146	nan	1.000
147	nan	1.000
148	nan	1.000
149	nan	1.000
